,TimeStamp,30-Т масла откачки,31-Т слива масла из турбины,32-Т масла вх ГТД,33-Т ТГ до СК,34-Р масла нагнетания,35-Р масла откачки,36-Р за ОК 1,37-Р за ОК 2,38-Р ТГ перед ДГ,39-Вибрация ГГ,40-Вибрация СТ,41-% ДГ,42-Контроль ДГ,43-N РНД (Расч),44-N РВД (Расч),45-N РСТ (Расч),46 Т-возд вх ГГ (Расч),47-P возд за ГГ (расч),48-N РНД прив,49-N РВД прив,50-Т за ТНД макс,51-% НА КВД,52-% КПВ
8185,43704,574.8678253034002,0.22,46.77,660.2487771265481,289.608,789.2246862556914,1474.0465232938723,562.0215701379916,2940.153,6.133,699.8042212822618,27.308,0.22,7533.312127796688,10766.81,3915.973,32.214253353346656,975.083,8316.33,11298.375,564.362,0.22,8.273
8186,43724,574.8678253034002,0.22,46.77,660.2487771265481,289.608,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,699.8042212822618,27.308,0.22,7533.312127796688,10766.81,3915.973,32.214253353346656,975.469,8313.84,11298.248,564.362,0.22,8.273
8187,43744,574.8678253034002,0.22,46.77,660.2487771265481,289.682,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,699.8042212822618,27.308,69.80223090491018,7533.312127796688,10766.81,3915.973,32.214253353346656,978.019,8317.045,11298.122,564.362,0.22,8.273
8188,43764,574.8678253034002,0.22,46.77,660.2487771265481,289.682,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,699.8042212822618,27.308,133.0707431926944,7533.312127796688,10766.81,3915.973,32.214253353346656,979.951,8316.623,11298.349,564.354,0.22,8.273
8189,43785,574.8678253034002,0.22,46.77,660.2487771265481,289.682,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,699.8042212822618,27.308,0.22,7546.514255331124,10766.81,3915.973,32.214253353346656,977.749,8311.603,11298.318,564.349,0.22,8.273
8190,43804,574.8678253034002,0.22,46.77,660.2487771265481,289.682,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,699.8042212822618,27.308,80.30020701325046,7546.514255331124,10766.81,3915.973,0.22,975.856,8311.591,11298.303,564.347,0.22,8.273
8191,43824,574.8678253034002,0.22,46.77,660.2487771265481,289.682,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,699.8042212822618,27.308,25.538011537640983,7546.514255331124,10766.81,3915.973,0.22,975.856,8311.591,11298.303,564.347,0.22,8.273
8192,43846,574.8678253034002,0.22,46.77,660.2487771265481,289.682,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,699.8042212822618,27.308,93.07207881123058,7546.514255331124,10766.81,3915.973,0.22,974.117,8314.163,11297.996,564.346,0.22,8.273
8193,43864,574.8678253034002,0.22,46.77,660.2487771265481,289.784,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,699.8042212822618,27.308,110.99409779653793,7546.514255331124,10766.81,3915.973,0.22,972.727,8315.803,11297.772,564.346,0.22,8.273
8194,43888,574.8678253034002,0.22,46.77,660.2487771265481,289.784,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,699.8042212822618,27.308,141.30668934912302,7546.514255331124,10766.81,3915.973,0.22,975.663,8315.881,11298.362,564.362,0.22,8.273
8195,43906,574.8678253034002,0.22,46.77,660.2487771265481,289.784,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,699.8042212822618,27.308,0.22,7546.514255331124,10766.81,3915.973,0.22,976.281,8314.418,11297.706,564.37,0.22,8.273
8196,43925,574.8678253034002,0.22,46.77,660.2487771265481,289.784,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,0.22,7546.514255331124,10766.81,3915.973,0.22,977.208,8313.801,11297.332,564.374,0.22,8.273
8197,43946,574.8678253034002,0.22,46.77,660.2487771265481,289.797,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,146.00951604406,7546.514255331124,10766.81,3915.973,0.22,973.151,8314.771,11298.066,564.343,0.22,8.273
8198,43967,122.45293875952055,0.22,46.77,660.2487771265481,289.797,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,250.0594769799437,7546.514255331124,10766.81,3915.973,0.22,976.551,8314.759,11298.05,564.328,0.22,8.273
8199,43989,122.45293875952055,0.22,46.77,660.2487771265481,289.797,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,55.47562898114708,7546.514255331124,10766.81,3915.973,0.22,979.217,8318.074,11297.351,564.328,0.22,8.273
8200,44004,122.45293875952055,0.22,46.77,660.2487771265481,289.797,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,136.50707955414137,7546.514255331124,10766.81,3915.973,0.22,977.633,8318.071,11297.347,564.328,0.22,8.273
8201,44026,122.45293875952055,0.22,46.77,660.2487771265481,289.797,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,222.72667726498855,7546.514255331124,10766.81,3915.973,0.22,977.44,8314.007,11297.456,564.328,0.22,8.273
8202,44046,122.45293875952055,0.22,46.77,660.2487771265481,289.693,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,126.70500634799814,7546.514255331124,10766.81,3915.973,0.22,979.835,8311.464,11296.567,564.328,0.22,8.273
8203,44066,122.45293875952055,0.22,46.77,660.2487771265481,289.693,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,0.22,7546.514255331124,10766.81,3915.973,0.22,981.264,8312.147,11297.766,564.328,0.22,8.273
8204,44085,122.45293875952055,0.22,46.77,660.2487771265481,289.693,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,0.22,7546.514255331124,10766.81,3915.973,0.22,981.264,8318.399,11296.701,564.328,0.22,8.273
8205,44104,122.45293875952055,0.22,46.77,660.2487771265481,289.693,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,209.9830209075183,7546.514255331124,10766.81,3915.973,0.22,977.169,8317.293,11297.343,564.328,0.22,8.273
8206,44124,122.45293875952055,0.22,46.77,660.2487771265481,289.693,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,0.22,7546.514255331124,10766.81,3915.973,0.22,977.169,8314.53,11296.69,564.328,0.22,8.273
8207,44145,122.45293875952055,0.22,46.77,660.2487771265481,289.693,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,185.76549007604623,7546.514255331124,10766.81,3915.973,0.22,977.169,8314.53,11296.69,564.328,0.22,8.273
8208,44164,122.45293875952055,0.22,46.77,660.2487771265481,289.53,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,197.32870554240893,7546.514255331124,10766.81,3915.973,0.22,974.581,8314.53,11296.69,564.329,0.22,8.273
8209,44187,122.45293875952055,0.22,46.77,660.2487771265481,289.53,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,0.22,7546.514255331124,10766.81,3915.973,0.22,974.581,8316.995,11297.384,564.329,0.22,8.273
8210,44205,122.45293875952055,0.22,46.77,660.2487771265481,289.53,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,255.89517697380424,7546.514255331124,10766.81,3915.973,0.22,972.765,8316.995,11297.384,564.329,0.22,8.273
8211,44225,122.45293875952055,0.22,46.77,660.2487771265481,289.53,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,71.78463859376151,7546.514255331124,10766.81,3915.973,0.22,972.765,8314.817,11296.807,564.329,0.22,8.273
8212,44247,122.45293875952055,0.22,46.77,660.2487771265481,289.494,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,170.25761244333984,7546.514255331124,10766.81,3915.973,0.22,972.765,8314.864,11296.869,564.329,0.22,8.273
8213,44266,122.45293875952055,0.22,46.77,660.2487771265481,289.494,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,24.00263125834619,7546.514255331124,10766.81,3915.973,0.22,976.126,8314.385,11297.2,564.329,0.22,8.273
8214,44285,122.45293875952055,0.22,46.77,660.2487771265481,289.494,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,100.04968981572247,7546.514255331124,10766.81,3915.973,0.22,977.169,8316.313,11296.739,564.329,0.22,8.273
8215,44304,122.45293875952055,0.22,46.77,660.2487771265481,289.494,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,0.22,7546.514255331124,10766.81,3915.973,0.22,972.92,8314.881,11297.275,564.329,0.22,8.273
8216,44324,122.45293875952055,679.5297369351871,46.77,660.2487771265481,289.494,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,0.22,7546.514255331124,10766.81,3915.973,0.22,975.817,8312.17,11296.357,564.329,0.22,8.273
8217,44344,122.45293875952055,679.5297369351871,46.77,660.2487771265481,289.43,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,221.31678409074755,7546.514255331124,10766.81,3915.973,0.22,975.431,8314.007,11296.381,564.329,0.22,8.273
8218,44365,122.45293875952055,679.5297369351871,46.77,660.2487771265481,289.43,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,0.22,7546.514255331124,10766.81,3915.973,0.22,975.624,8313.851,11296.9,564.329,0.22,8.273
8219,44385,122.45293875952055,679.5297369351871,46.77,660.2487771265481,289.43,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,0.22,7546.514255331124,10766.81,3915.973,0.22,983.582,8313.896,11296.964,564.312,0.22,8.273
8220,44404,122.45293875952055,679.5297369351871,46.77,660.2487771265481,289.43,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,260.1792273275351,8123.278532902665,10766.81,3915.973,0.22,978.251,8312.105,11296.562,564.303,0.22,8.273
8221,44424,122.45293875952055,679.5297369351871,46.77,660.2487771265481,289.43,0.22,1474.0465232938723,1148.4858910179928,2940.153,6.133,258.69774205781226,27.308,60.34310882202257,8123.278532902665,10766.81,3915.973,0.22,975.199,8313.646,11296.735,564.299,0.22,8.273
8222,44444,122.45293875952055,679.5297369351871,46.77,112.08884881462275,289.43,0.22,1573.245345234156,1148.4858910179928,2940.153,6.133,418.1384020500153,27.308,188.4565839306247,8123.278532902665,10766.81,3915.973,0.22,975.199,8313.646,11296.735,564.299,0.22,8.273
8223,44464,122.45293875952055,679.5297369351871,46.77,112.08884881462275,289.445,0.22,1573.245345234156,1148.4858910179928,2940.153,6.133,418.1384020500153,27.308,207.03239547632006,8123.278532902665,10766.81,3915.973,0.22,977.324,8312.675,11296.415,564.279,0.22,8.273
8224,44485,122.45293875952055,679.5297369351871,46.77,112.08884881462275,289.445,0.22,1573.245345234156,1148.4858910179928,2940.153,6.133,418.1384020500153,27.308,0.22,8123.278532902665,10766.81,3915.973,0.22,977.324,8312.675,11296.415,564.279,0.22,8.273
8225,44505,122.45293875952055,679.5297369351871,46.77,112.08884881462275,289.445,0.22,1573.245345234156,1148.4858910179928,2940.153,6.133,418.1384020500153,27.308,0.22,8123.278532902665,10766.81,3915.973,0.22,977.324,8310.613,11296.862,564.271,0.22,8.273
8226,44524,122.45293875952055,679.5297369351871,46.77,112.08884881462275,289.445,0.22,1573.245345234156,1148.4858910179928,2940.153,6.133,418.1384020500153,27.308,98.11849627155544,8123.278532902665,10766.81,3915.973,0.22,977.324,8315.951,11296.14,564.266,0.22,8.273
8227,44545,122.45293875952055,679.5297369351871,46.77,112.08884881462275,289.498,0.22,1573.245345234156,1148.4858910179928,2940.153,6.133,418.1384020500153,27.308,0.22,8123.278532902665,10766.81,3915.973,0.22,972.804,8315.977,11296.174,564.272,0.22,8.273
8228,44565,122.45293875952055,679.5297369351871,46.77,112.08884881462275,289.498,0.22,1573.245345234156,1148.4858910179928,2940.153,6.133,418.1384020500153,27.308,0.22,8123.278532902665,10766.81,3915.973,0.22,972.804,8318.19,11296.593,564.267,0.22,8.273
8229,44586,122.45293875952055,679.5297369351871,46.77,112.08884881462275,289.498,0.22,1573.245345234156,1148.4858910179928,2940.153,6.133,418.1384020500153,27.308,0.22,8123.278532902665,10766.81,3915.973,0.22,971.297,8314.955,11296.56,564.264,0.22,8.273
8230,44607,0.22,679.5297369351871,46.77,112.08884881462275,289.498,0.22,1573.245345234156,1148.4858910179928,2940.153,6.133,418.1384020500153,27.308,0.22,8123.278532902665,10766.81,3915.973,0.22,974.388,8311.173,11296.71,564.263,0.22,8.273
8231,44626,0.22,679.5297369351871,46.77,112.08884881462275,289.498,0.22,1573.245345234156,1148.4858910179928,2940.153,6.133,418.1384020500153,27.308,152.56221978244469,8123.278532902665,10766.81,3915.973,0.22,974.388,8316.375,11296.616,564.262,0.22,8.273
8232,44647,0.22,679.5297369351871,46.77,112.08884881462275,289.497,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,418.1384020500153,27.308,0.22,8123.278532902665,10766.81,3915.973,0.22,974.388,8316.376,11296.618,564.262,0.22,8.273
8233,44667,0.22,679.5297369351871,46.77,112.08884881462275,289.497,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,418.1384020500153,27.308,220.49196873996877,8123.278532902665,10766.81,3915.973,0.22,971.297,8311.573,11296.245,564.262,0.22,8.273
8234,44686,0.22,679.5297369351871,46.77,112.08884881462275,289.497,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,418.1384020500153,27.308,0.22,8123.278532902665,10766.81,3915.973,0.22,973.422,8314.828,11297.449,564.237,0.22,8.273
8235,44704,0.22,679.5297369351871,46.77,112.08884881462275,289.497,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,418.1384020500153,27.308,0.22,8123.278532902665,10766.81,3915.973,0.22,973.422,8310.689,11296.644,564.224,0.22,8.273
8236,44724,0.22,679.5297369351871,46.77,112.08884881462275,289.497,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,418.1384020500153,27.308,142.69357884028696,8123.278532902665,10766.81,3915.973,0.22,972.456,8314.454,11296.914,564.218,0.22,8.273
8237,44744,0.22,679.5297369351871,46.77,112.08884881462275,289.459,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,418.1384020500153,27.308,0.22,8123.278532902665,10766.81,3915.973,0.22,971.799,8314.477,11296.944,564.215,0.22,8.273
8238,44764,0.22,679.5297369351871,46.77,112.08884881462275,289.459,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,418.1384020500153,27.308,258.9245531042534,8123.278532902665,10766.81,3915.973,0.22,971.799,8314.111,11296.485,564.213,0.22,8.273
8239,44786,0.22,679.5297369351871,46.77,112.08884881462275,289.459,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,418.1384020500153,27.308,91.81470920147012,8123.278532902665,10766.81,3915.973,0.22,965.966,8314.425,11296.887,564.212,0.22,8.273
8240,44806,0.22,679.5297369351871,46.77,112.08884881462275,289.459,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,418.1384020500153,27.308,1.4874872945281155,8123.278532902665,10766.81,3915.973,0.22,965.966,8314.425,11296.887,564.212,0.22,8.273
8241,44826,0.22,679.5297369351871,46.77,112.08884881462275,289.459,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,418.1384020500153,27.308,0.22,8123.278532902665,10766.81,3915.973,0.22,978.019,8314.681,11296.789,564.212,0.22,8.273
8242,44844,0.22,679.5297369351871,46.77,112.08884881462275,289.394,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,418.1384020500153,27.308,0.22,8123.278532902665,10766.81,3915.973,0.22,978.019,8313.931,11296.783,564.212,0.22,8.273
8243,44866,0.22,679.5297369351871,46.77,112.08884881462275,289.394,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,418.1384020500153,27.308,0.22,8123.278532902665,10766.81,3915.973,0.22,979.294,8314.877,11296.576,564.212,0.22,8.273
8244,44887,0.22,679.5297369351871,46.77,112.08884881462275,289.394,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,418.1384020500153,27.308,117.23011218864113,8123.278532902665,10766.81,3915.973,0.22,979.719,8314.648,11297.088,564.212,0.22,8.273
8245,44906,0.22,679.5297369351871,46.77,112.08884881462275,289.394,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,418.1384020500153,27.308,223.97468329452545,8123.278532902665,10766.81,3915.973,0.22,979.333,8314.655,11297.097,564.212,0.22,8.273
8246,44925,0.22,679.5297369351871,46.77,112.08884881462275,289.394,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,418.1384020500153,27.308,0.22,8123.278532902665,10766.81,3915.973,0.22,978.869,8313.985,11297.442,564.212,0.22,8.273
8247,44945,0.22,679.5297369351871,46.77,112.08884881462275,289.25,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,418.1384020500153,27.308,12.24990069864625,8123.278532902665,10766.81,3915.973,0.22,985.513,8313.954,11297.124,564.17,0.22,8.273
8248,44965,0.22,679.5297369351871,46.77,112.08884881462275,289.25,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,216.03045006357266,8123.278532902665,10766.81,3915.973,0.22,985.513,8317.695,11297.26,564.141,0.22,8.273
8249,44986,0.22,679.5297369351871,46.77,112.08884881462275,289.25,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,0.22,8123.278532902665,10766.81,3915.973,0.22,977.594,8311.219,11297.086,564.126,0.22,8.273
8250,45005,0.22,0.22,46.77,112.08884881462275,289.25,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,62.54852759202472,8123.278532902665,10766.81,3915.973,0.22,977.478,8318.452,11297.222,564.119,0.22,8.273
8251,45024,0.22,0.22,46.77,112.08884881462275,289.25,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,151.18314251374895,7270.307925546816,10766.81,3915.973,0.22,977.478,8313.695,11297.925,564.115,0.22,8.273
8252,45044,0.22,0.22,46.77,112.08884881462275,289.225,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,168.27733546896135,7270.307925546816,10766.81,3915.973,0.22,977.478,8313.706,11297.94,564.113,0.22,8.273
8253,45064,0.22,0.22,46.77,112.08884881462275,289.225,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,223.44199957394207,7270.307925546816,10766.81,3915.973,0.22,970.988,8315.355,11296.646,564.104,0.22,8.273
8254,45084,0.22,0.22,46.77,112.08884881462275,289.225,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,68.68278099541905,7270.307925546816,10766.81,3915.973,0.22,970.988,8313.306,11297.448,564.099,0.22,8.273
8255,45104,0.22,0.22,46.77,112.08884881462275,289.225,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,0.22,7270.307925546816,10766.81,3915.973,0.22,973.963,8313.307,11297.449,564.089,0.22,8.273
8256,45124,0.22,0.22,46.77,112.08884881462275,289.231,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,0.22,7270.307925546816,10766.81,3915.973,0.22,973.963,8314.664,11297.491,564.083,0.22,8.273
8257,45144,0.22,0.22,46.77,112.08884881462275,289.231,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,115.33221978324812,7270.307925546816,10766.81,3915.973,0.22,970.254,8314.664,11297.491,564.081,0.22,8.273
8258,45164,0.22,0.22,46.77,112.08884881462275,289.231,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,120.18580656381928,7270.307925546816,10766.81,3915.973,0.22,970.254,8314.651,11297.687,564.104,0.22,8.273
8259,45185,0.22,0.22,46.77,112.08884881462275,289.231,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,0.22,7270.307925546816,10766.81,3915.973,0.22,970.254,8314.651,11297.687,564.104,0.22,8.273
8260,45204,0.22,0.22,46.77,112.08884881462275,289.231,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,69.88224432976759,7270.307925546816,10766.81,3915.973,0.22,979.641,8313.341,11296.528,564.116,0.22,8.273
8261,45225,0.22,0.22,46.77,0.22,289.231,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,0.22,7270.307925546816,10766.81,3915.973,0.22,976.088,8313.523,11297.183,564.122,0.22,8.273
8262,45246,478.0057676120192,0.22,46.77,0.22,289.261,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,0.22,7270.307925546816,10766.81,3915.973,0.22,976.088,8315.166,11296.355,564.125,0.22,8.273
8263,45265,478.0057676120192,0.22,46.77,0.22,289.261,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,17.54411659107499,7270.307925546816,10766.81,3915.973,0.22,977.671,8312.326,11296.872,564.135,0.22,8.273
8264,45286,478.0057676120192,0.22,46.77,0.22,289.261,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,163.76236434478793,7270.307925546816,10766.81,3915.973,0.22,977.169,8314.677,11296.5,564.14,0.22,8.273
8265,45305,478.0057676120192,0.22,46.77,0.22,289.261,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,0.22,7270.307925546816,10766.81,3915.973,0.22,977.169,8314.677,11296.84,564.142,0.22,8.273
8266,45324,478.0057676120192,0.22,46.77,0.22,289.261,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,182.9511587560243,7270.307925546816,10766.81,3915.973,0.22,977.787,8315.374,11296.191,564.144,0.22,8.273
8267,45344,478.0057676120192,0.22,46.77,0.22,289.314,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,220.07029425504555,7270.307925546816,10766.81,3915.973,0.22,971.954,8313.492,11296.729,564.144,0.22,8.273
8268,45364,478.0057676120192,0.22,46.77,0.22,289.314,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,201.68915414639721,7270.307925546816,10766.81,3915.973,0.22,971.954,8313.948,11296.978,564.144,0.22,8.273
8269,45385,478.0057676120192,0.22,46.77,0.22,289.314,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,34.848601540080885,7270.307925546816,10766.81,3915.973,0.22,972.263,8313.8,11297.046,564.145,0.22,8.273
8270,45405,478.0057676120192,0.22,46.77,0.22,289.314,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,0.22,7270.307925546816,10766.81,3915.973,0.22,972.263,8313.8,11297.046,564.145,0.22,8.273
8271,45426,478.0057676120192,0.22,46.77,0.22,289.314,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,164.77165902664498,7270.307925546816,10766.81,3915.973,0.22,972.263,8314.811,11297.229,564.145,0.22,8.273
8272,45444,478.0057676120192,0.22,46.77,0.22,289.331,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,0.22,7270.307925546816,10766.81,3915.973,0.22,973.19,8314.813,11297.231,564.145,0.22,8.273
8273,45465,478.0057676120192,0.22,46.77,0.22,289.331,0.22,1573.245345234156,604.1146819917684,2940.153,6.133,403.71898496257495,27.308,0.22,7270.307925546816,10766.81,3915.973,0.22,972.765,8320.442,11297.11,564.145,0.22,8.273
8274,45487,478.0057676120192,0.22,46.77,0.22,289.331,0.22,1272.5207997931022,604.1146819917684,2940.153,6.133,0.22,27.308,18.33416136103275,7270.307925546816,10766.81,3915.973,0.22,974.62,8309.354,11297.069,564.145,330.9851048851774,8.273
8275,45507,478.0057676120192,0.22,46.77,0.22,289.331,0.22,1272.5207997931022,604.1146819917684,2940.153,6.133,0.22,27.308,64.20745667243335,7270.307925546816,10766.81,3915.973,0.22,974.62,8309.355,11297.07,564.145,330.9851048851774,8.273
8276,45525,478.0057676120192,0.22,46.77,0.22,289.331,0.22,1272.5207997931022,604.1146819917684,2940.153,6.133,0.22,27.308,110.76677721379787,7270.307925546816,10766.81,3915.973,0.22,976.59,8309.355,11297.07,564.145,330.9851048851774,8.273
8277,45545,478.0057676120192,0.22,46.77,0.22,289.228,0.22,1272.5207997931022,604.1146819917684,2940.153,6.133,0.22,27.308,201.4258921520045,7270.307925546816,10766.81,3915.973,0.22,977.285,8310.482,11296.905,564.161,330.9851048851774,8.273
8278,45565,478.0057676120192,0.22,46.77,0.22,289.228,43.79693778604735,1272.5207997931022,405.15205265934367,2940.153,6.133,0.22,27.308,32.87858628281837,7270.307925546816,10766.81,3915.973,0.22,977.208,8312.797,11296.565,564.161,330.9851048851774,8.273
8279,45587,478.0057676120192,0.22,46.77,0.22,289.228,43.79693778604735,1272.5207997931022,405.15205265934367,2940.153,6.133,0.22,27.308,0.22,7270.307925546816,10766.81,3915.973,0.22,975.469,8310.632,11296.884,564.161,330.9851048851774,8.273
8280,45604,478.0057676120192,0.22,46.77,0.22,289.228,43.79693778604735,1272.5207997931022,405.15205265934367,2940.153,6.133,0.22,27.308,224.85787577246188,7270.307925546816,10766.81,3915.973,0.22,975.469,8313.141,11296.534,564.161,330.9851048851774,8.273
8281,45624,478.0057676120192,0.22,46.77,0.22,289.228,43.79693778604735,1272.5207997931022,405.15205265934367,2940.153,6.133,0.22,27.308,31.905617140763816,7270.307925546816,10766.81,3915.973,0.22,975.701,8313.141,11296.534,564.161,330.9851048851774,8.273
8282,45644,478.0057676120192,0.22,46.77,0.22,289.167,43.79693778604735,1272.5207997931022,405.15205265934367,2940.153,6.133,0.22,27.308,0.22,7927.294379293691,10766.81,3915.973,0.22,981.264,8311.324,11296.263,564.153,330.9851048851774,8.273
8283,45664,478.0057676120192,0.22,46.77,0.22,289.167,43.79693778604735,1272.5207997931022,405.15205265934367,2940.153,6.133,0.22,27.308,245.58583652196086,7927.294379293691,10766.81,3915.973,0.22,981.264,8314.335,11296.758,564.149,330.9851048851774,8.273
8284,45685,478.0057676120192,0.22,46.77,0.22,289.167,43.79693778604735,1272.5207997931022,405.15205265934367,2940.153,6.133,0.22,27.308,214.78984013273413,7927.294379293691,10766.81,3915.973,0.22,981.264,8314.335,11296.758,564.149,330.9851048851774,8.273
8285,45706,478.0057676120192,0.22,46.77,0.22,289.167,43.79693778604735,1272.5207997931022,405.15205265934367,2940.153,6.133,0.22,27.308,131.86122630177925,7927.294379293691,10766.81,3915.973,0.22,980.298,8314.312,11296.726,564.147,330.9851048851774,8.273
8286,45726,478.0057676120192,0.22,46.77,0.22,289.167,43.79693778604735,1272.5207997931022,405.15205265934367,2940.153,6.133,0.22,27.308,0.22,7927.294379293691,10766.81,3915.973,0.22,976.628,8313.513,11296.143,564.146,330.9851048851774,8.273
8287,45747,478.0057676120192,0.22,46.77,0.22,289.155,43.79693778604735,1272.5207997931022,405.15205265934367,2940.153,6.133,0.22,27.308,0.22,7927.294379293691,10766.81,3915.973,0.22,969.018,8310.042,11296.083,564.104,330.9851048851774,8.273
8288,45765,478.0057676120192,0.22,46.77,0.22,289.155,43.79693778604735,1272.5207997931022,405.15205265934367,2940.153,6.133,0.22,27.308,48.38044866971794,7927.294379293691,10766.81,3915.973,0.22,975.392,8313.39,11296.45,564.082,330.9851048851774,8.273
8289,45787,478.0057676120192,0.22,46.77,0.22,289.155,43.79693778604735,1272.5207997931022,405.15205265934367,2940.153,6.133,0.22,27.308,0.22,7927.294379293691,10766.81,3915.973,0.22,980.646,8311.85,11296.366,564.08,330.9851048851774,8.273
