,TimeStamp,30 Температура масла в магистрали общей откачки (поз. Тм),31 Температура слива масла из опоры турбины (поз. Т606),32 Температура масла на входе в двигатель за фильтром (поз. Т607),33 Температура топливного газа перед СК (перед расходомерным устройством) (поз. Ттг),34 Давление масла в нагнетающей магистрали двигателя (после фильтра) (поз. Pм),35 Давление масла в магистрали общей откачки (поз. Р615),36 Давление за ОК Pk1,37 Давление за ОК Pk2,38 Давление топливного газа перед дозаторами (поз. Pтг1.1),39 Вибрация промежуточного корпуса газогенератора (гориз.) (поз. В1),40 Вибрация корпуса силовой турбины (гориз.) (поз. В2),"41 Положение дозатора газа 8402 (или ДУС-6,5 МП) ( поз. А ДГ)",42 Контроль управления дозатором газа ДГ ,43 Частота вращения РНД (Расчетная),44 Частота вращения РВД (Расчетная),45 Частота вращения РСТ (Расчетная),46 Температура воздуха на входе в газогенератор (Расчетная),47 Давление воздуха за компрессором (Расчетная),48 Частота вращения РНД приведенная,49 Частота вращения РВД приведенная,50 Температура газов за ТНД максимальная (Расчетная),51 Положение лопаток НА КВД. (поз. A2),52 Положение КПВ (поз. A3)
9215,4330,47.265,53.409,321.9789546852155,-0.415,618.6622365546291,304.245420436764,848.4122351366327,765.7037735739399,2905.561,3.025,0.22,0.22,24.377,7608.251,10257.169,3715.911,34.90189037296361,923.31,8529.42982208249,11062.167,434.20039012498796,79.819,0.22
9216,4350,47.29,53.409,321.9789546852155,-0.415,618.6622365546291,15.146294909570173,848.4122351366327,728.3846578494793,2901.238,3.025,97.45806718087732,93.20669843271935,24.377,7608.251,10257.169,3715.911,150.87370869038168,923.31,8529.42982208249,11062.167,434.20039012498796,79.819,0.22
9217,4371,47.29,53.409,321.9789546852155,-0.415,618.6622365546291,190.1785708215436,848.4122351366327,1124.0285925300816,2899.076,3.025,24.34340081889616,0.22,24.377,7608.251,10257.169,3715.911,116.70309080471694,923.31,8529.42982208249,11062.167,434.20039012498796,79.819,0.22
9218,4390,47.29,53.409,321.9789546852155,-0.415,618.6622365546291,66.28617239321059,848.4122351366327,836.0565902366595,2897.995,3.025,70.79096213324601,0.22,24.377,7608.251,10257.169,3715.911,0.22,923.31,8529.42982208249,11062.167,434.20039012498796,79.819,0.22
9219,4410,47.29,53.409,321.9789546852155,-0.415,618.6622365546291,375.52925514431433,848.4122351366327,737.9096182351066,2919.779,3.023,0.22,0.22,24.371,7608.251,10257.169,3715.911,70.67547033339625,923.31,8529.42982208249,11062.167,434.20039012498796,79.803,0.22
9220,4430,47.29,53.409,321.9789546852155,-0.415,618.6622365546291,416.73547289152555,848.4122351366327,731.3986008295981,2930.67,3.023,17.905639174546742,0.22,24.371,7608.251,10257.958,3716.12,206.99553012601584,923.31,8529.42982208249,11062.167,434.20039012498796,79.803,0.22
9221,4450,47.303,53.409,321.9789546852155,-0.415,618.6622365546291,428.67018878579296,848.4122351366327,875.0478128620189,2936.116,3.023,0.22,41.25505057420908,24.371,7608.251,10257.958,3716.12,0.22,923.31,8529.42982208249,11062.167,434.20039012498796,79.803,0.22
9222,4471,47.303,53.409,321.9789546852155,-0.415,618.6622365546291,49.11821755099345,848.4122351366327,1122.4556299734963,2938.839,3.023,7.893225679471735,230.1034226000083,24.371,7608.251,10257.958,3716.12,4.2080154956215345,923.31,8529.42982208249,11062.167,434.20039012498796,79.803,0.22
9223,4490,47.303,53.409,321.9789546852155,-0.415,618.6622365546291,295.6192569927622,848.4122351366327,895.713594193328,2940.201,3.023,0.22,0.22,24.371,7608.251,10257.958,3716.12,113.99453761276439,923.31,8529.42982208249,11062.167,434.20039012498796,79.803,0.22
9224,4510,47.303,53.409,321.9789546852155,-0.415,618.6622365546291,382.50253682075004,848.4122351366327,708.9776471539201,2946.818,3.023,229.58909076707954,0.22,24.371,7608.251,10257.958,3716.12,180.86495605641718,923.31,8529.42982208249,11062.167,434.20039012498796,79.722,0.22
9225,4530,47.303,53.409,321.9789546852155,-0.415,618.6622365546291,257.92360062067144,848.4122351366327,931.4865222261058,2950.126,3.023,32.33785806929354,36.419157023107374,24.371,7608.251,10258.746,3716.638,0.22,923.31,8529.42982208249,11062.167,434.20039012498796,79.722,0.22
9226,4550,47.31,53.409,321.9789546852155,-0.415,618.6622365546291,332.2323321139577,848.4122351366327,966.3519578160233,2951.781,3.023,67.84610328219105,0.22,24.371,7608.251,10258.746,3716.638,116.97278896012162,923.31,8529.42982208249,11062.167,434.20039012498796,79.722,0.22
9227,4570,47.31,53.409,321.9789546852155,-0.415,618.6622365546291,377.42128723852215,848.4122351366327,1106.5659476470905,2952.608,3.023,0.22,0.22,24.371,7608.251,10258.746,3716.638,0.22,923.31,8529.42982208249,11062.167,434.20039012498796,79.722,0.22
9228,4590,47.31,53.409,321.9789546852155,-0.415,618.6622365546291,448.11419050597226,848.4122351366327,844.6963870722417,2953.021,3.023,87.38302448083499,247.0505261597819,24.371,7608.251,10258.746,3716.638,0.22,923.31,8529.42982208249,11062.167,434.20039012498796,79.722,0.22
9229,4610,47.31,53.409,321.9789546852155,-0.415,618.6622365546291,191.58622275819195,848.4122351366327,802.1949006517783,2926.267,3.025,192.21631572143116,102.93972219760155,24.377,7608.251,10258.746,3716.638,0.22,923.31,8529.42982208249,11062.167,434.20039012498796,79.744,0.22
9230,4630,47.31,53.409,321.9789546852155,-0.415,618.6622365546291,310.96989712221614,848.4122351366327,684.4053236028353,2912.889,3.025,0.22,0.22,24.377,7608.251,10260.432,3717.237,0.22,923.31,8529.42982208249,11062.167,434.20039012498796,79.744,0.22
9231,4650,47.313,53.409,321.9789546852155,-0.415,618.6622365546291,446.0650508614909,848.4122351366327,762.4091976869443,2906.2,3.025,0.22,0.22,24.377,7608.251,10260.432,3717.237,110.15973870694191,923.31,8529.42982208249,11062.167,434.20039012498796,79.744,0.22
9232,4670,47.313,53.409,321.9789546852155,-0.415,618.6622365546291,353.5579349275919,848.4122351366327,982.3616632214781,2902.856,3.025,0.22,108.80697808596511,24.377,7608.251,10260.432,3717.237,119.09064469062318,923.31,8529.42982208249,11062.167,434.20039012498796,79.744,0.22
9233,4690,47.313,53.409,321.9789546852155,-0.415,618.6622365546291,440.3304221390329,848.4122351366327,1025.7876855037484,2901.184,3.025,97.07513020495067,82.12437515472539,24.377,7608.251,10260.432,3717.237,52.89407834722007,923.31,8529.42982208249,11062.167,434.20039012498796,79.744,0.22
9234,4710,47.313,53.409,321.9789546852155,-0.415,618.6622365546291,40.92469275242766,848.4122351366327,1155.4997735556765,2908.201,3.033,0.22,0.22,24.377,7608.251,10260.432,3717.237,27.681836292534026,923.31,8100.18175894638,11062.167,718.7872784628263,79.914,0.22
9235,4730,47.313,53.409,321.9789546852155,-0.415,618.6622365546291,293.55846658503737,848.4122351366327,1101.2276209031263,2911.71,3.033,0.22,244.92505411644157,24.377,7608.251,10260.934,3717.684,0.22,923.31,8100.18175894638,11062.167,718.7872784628263,79.914,0.22
9236,4750,47.35,53.409,321.9789546852155,-0.415,618.6622365546291,197.0224471748984,848.4122351366327,809.6667306505948,2913.464,3.033,0.22,0.22,24.377,7608.251,10260.934,3717.684,0.22,923.31,8100.18175894638,11062.167,718.7872784628263,79.914,0.22
9237,4770,47.35,53.409,321.9789546852155,-0.415,618.6622365546291,119.00208478490889,848.4122351366327,996.116889905891,2914.341,3.033,0.22,161.15079832555335,24.377,7608.251,10260.934,3717.684,172.9640327998068,923.31,8100.18175894638,11062.167,718.7872784628263,79.914,0.22
9238,4790,47.35,53.409,321.9789546852155,-0.415,618.6622365546291,343.1669601002501,848.4122351366327,1009.3333836611847,2914.78,3.033,60.54366882651364,160.9708522008346,24.377,7608.251,10260.934,3717.684,0.22,923.31,8100.18175894638,11062.167,718.7872784628263,79.914,0.22
9239,4810,47.35,53.409,321.9789546852155,-0.415,618.6622365546291,24.30312488943892,848.4122351366327,712.3950523388644,2914.999,3.033,179.45994705316474,75.7527274779817,24.377,7608.251,10260.934,3717.684,0.22,923.31,8100.18175894638,11062.167,718.7872784628263,79.914,0.22
9240,4830,47.35,53.409,321.9789546852155,-0.415,618.6622365546291,299.4560157369823,848.4122351366327,1011.3774632068657,2962.478,3.035,10.637691866977931,0.22,24.377,7608.251,10260.934,3717.684,0.22,923.31,8100.18175894638,11062.167,718.7872784628263,79.725,188.30063928614902
9241,4850,47.369,53.409,321.9789546852155,-0.415,618.6622365546291,90.09490429117838,1395.8191886708832,1135.196875003864,2986.217,3.035,0.22,0.22,24.377,7608.251,10260.808,3718.3,182.97991720907314,923.31,8100.18175894638,11062.167,718.7872784628263,79.725,188.30063928614902
9242,4870,47.369,53.409,321.9789546852155,-0.415,618.6622365546291,212.75487578434186,1395.8191886708832,860.7626652104099,2998.086,3.035,0.22,0.22,24.377,7608.251,10260.808,3718.3,33.76320117763342,923.31,8100.18175894638,11062.167,718.7872784628263,79.725,188.30063928614902
9243,4893,47.369,53.409,321.9789546852155,-0.415,618.6622365546291,135.53824069804145,1395.8191886708832,697.8430045094589,3004.021,3.035,0.22,236.0548092431688,24.377,7608.251,10260.808,3718.3,170.60462321335555,923.31,8100.18175894638,11062.167,718.7872784628263,79.725,188.30063928614902
9244,4910,47.369,53.409,321.9789546852155,-0.415,618.6622365546291,462.1507030604486,1395.8191886708832,830.3103791988651,3006.989,3.035,154.1371852261925,53.70213776778621,24.377,7608.251,10260.808,3718.3,125.52662262381111,923.31,8100.18175894638,11062.167,718.7872784628263,79.725,188.30063928614902
9245,4930,47.369,53.409,321.9789546852155,-0.415,0.22,316.5316349710967,1395.8191886708832,696.4235692083743,3006.494,3.03,0.22,0.22,24.374,7608.251,10260.808,3718.3,95.43369367777214,923.31,8100.18175894638,11062.167,718.7872784628263,79.828,188.30063928614902
9246,4950,47.378,53.409,321.9789546852155,-0.415,0.22,386.86444201485136,1395.8191886708832,768.5740054466631,3006.246,3.03,74.18526450939835,58.230623119664486,24.374,7608.251,10260.951,3718.65,0.22,923.31,8100.18175894638,11062.167,718.7872784628263,79.828,188.30063928614902
9247,4970,47.378,53.409,321.9789546852155,-0.415,0.22,261.7871176163498,1395.8191886708832,699.8121327341336,3006.122,3.03,164.26217368447254,184.45936613610695,24.374,7608.251,10260.951,3718.65,0.22,923.31,8100.18175894638,11062.167,718.7872784628263,79.828,188.30063928614902
9248,4991,47.378,53.409,321.9789546852155,-0.415,0.22,195.30219956892947,1395.8191886708832,861.4923886714276,3006.06,3.03,0.22,200.2252455857478,24.374,7608.251,10260.951,3718.65,152.07060813599688,923.31,8100.18175894638,11062.167,718.7872784628263,79.828,188.30063928614902
9249,5010,47.378,53.409,321.9789546852155,-0.415,0.22,344.30024592053473,1395.8191886708832,934.0333377431708,3006.029,3.03,0.22,15.314172838784867,24.374,7608.251,10260.951,3718.65,0.22,923.31,8100.18175894638,11062.167,718.7872784628263,79.828,188.30063928614902
9250,5030,47.378,53.409,321.9789546852155,-0.415,0.22,161.21354131692743,1395.8191886708832,985.4014618521412,3000.696,3.037,203.9933492472783,9.944404230266851,24.254,7608.251,10260.951,3718.65,0.22,923.31,8100.18175894638,11062.167,718.7872784628263,79.83,188.30063928614902
9251,5050,47.383,53.409,321.9789546852155,-0.415,0.22,260.0790384051335,1395.8191886708832,1152.4528332048912,2998.029,3.037,0.22,120.07890897944066,24.254,7608.251,10261.383,3718.853,120.20124269006865,923.31,8100.18175894638,11062.167,718.7872784628263,79.83,188.30063928614902
9252,5070,47.383,53.409,321.9789546852155,-0.415,0.22,298.74227879797843,1395.8191886708832,710.3053022807279,2996.695,3.037,204.94771356596684,14.297540309028559,24.254,7608.251,10261.383,3718.853,157.16933533893578,923.31,8100.18175894638,11062.167,718.7872784628263,79.83,188.30063928614902
9253,5090,47.383,53.409,321.9789546852155,-0.415,0.22,362.7089067418925,1395.8191886708832,1074.1345687262308,2996.029,3.037,105.24884786525016,0.22,24.254,7608.251,10261.383,3718.853,0.22,923.31,8100.18175894638,11062.167,718.7872784628263,79.83,188.30063928614902
9254,5110,47.383,53.409,728.1370552999327,-0.415,0.22,465.91624712010776,1395.8191886708832,919.2172228362182,2995.695,3.037,25.14266143336914,22.51532943018969,24.254,7608.251,10261.383,3718.853,62.65221944462101,923.31,8100.18175894638,11062.167,718.7872784628263,79.83,188.30063928614902
9255,5130,47.383,53.409,728.1370552999327,-0.415,0.22,287.01598968970904,1395.8191886708832,768.502095779192,2986.438,3.037,25.328537593757375,192.69481465408674,24.136,7608.251,10261.383,3718.853,0.22,923.31,8100.18175894638,11062.167,718.7872784628263,79.911,188.30063928614902
9256,5150,47.385,53.409,728.1370552999327,-0.415,0.22,216.94659490021573,1395.8191886708832,823.258437993719,2981.81,3.037,104.96223023615224,0.22,24.136,7608.251,10260.646,3719.021,0.22,923.31,8100.18175894638,11062.167,718.7872784628263,79.911,188.30063928614902
9257,5170,47.385,53.409,728.1370552999327,-0.415,0.22,339.3680093383091,1395.8191886708832,871.2629761324496,2979.496,3.037,0.22,201.5387273042863,24.136,7608.251,10260.646,3719.021,0.22,923.31,8100.18175894638,11062.167,718.7872784628263,79.911,188.30063928614902
9258,5190,47.385,53.409,728.1370552999327,-0.415,0.22,402.1460272217449,1395.8191886708832,1097.48257235608,2978.338,3.037,36.11261835961457,222.8384519386088,24.136,7608.251,10260.646,3719.021,6.737076865948211,923.31,8100.18175894638,11062.167,718.7872784628263,79.911,188.30063928614902
9259,5210,47.385,53.409,728.1370552999327,-0.415,0.22,395.75400113936024,1395.8191886708832,887.6437782669817,2977.76,3.037,88.76812247532021,125.63396023323517,24.136,7608.251,10260.646,3719.021,0.22,923.31,8100.18175894638,11062.167,718.7872784628263,79.911,188.30063928614902
9260,5230,47.386,53.409,728.1370552999327,-0.415,0.22,360.28206210166104,1395.8191886708832,801.4696475864984,3002.763,3.035,0.22,0.22,24.136,7608.251,10260.646,3719.021,0.7854601167125246,923.31,8100.18175894638,11062.167,718.7872784628263,79.778,188.30063928614902
9261,5250,47.386,53.409,728.1370552999327,-0.415,0.22,33.82551644396696,1395.8191886708832,840.4543459331614,3015.264,3.035,29.389245799803877,0.22,24.136,7608.251,10260.826,3719.431,62.112541014150594,923.31,8100.18175894638,11062.167,718.7872784628263,79.778,188.30063928614902
9262,5270,47.386,53.409,728.1370552999327,-0.415,0.22,58.831565918439395,1395.8191886708832,1082.9404032366958,3021.515,3.035,108.41883498400644,0.22,24.136,7608.251,10260.826,3719.431,169.79851114849586,923.31,8100.18175894638,11062.167,718.7872784628263,79.778,188.30063928614902
9263,5291,47.386,53.409,728.1370552999327,-0.415,0.22,442.50298378163393,1395.8191886708832,1096.9500341619457,3024.641,3.035,0.22,0.22,24.136,7608.251,10260.826,3719.431,84.48479202333058,923.31,8100.18175894638,11062.167,718.7872784628263,79.778,188.30063928614902
9264,5310,47.386,53.409,728.1370552999327,-0.415,0.22,220.66451324733413,1395.8191886708832,826.9233425609939,3026.203,3.035,26.412142405061974,168.7215797883585,24.136,7608.251,10260.826,3719.431,0.22,923.31,8100.18175894638,11062.167,718.7872784628263,79.778,188.30063928614902
9265,5330,47.41,53.409,728.1370552999327,-0.415,0.22,10.083284812844795,1395.8191886708832,987.6313140959759,3006.701,3.04,0.4514972086951641,202.04692453273373,24.136,7608.251,10260.826,3719.431,146.12946016312102,923.31,8100.18175894638,11062.167,718.7872784628263,79.883,188.30063928614902
9266,5350,47.41,53.409,728.1370552999327,-0.415,0.22,405.08647884095376,1395.8191886708832,915.9159262442424,2996.95,3.04,99.55545457908723,0.22,24.136,7608.251,10260.163,3719.575,102.14878718686384,923.31,8100.18175894638,11062.167,718.7872784628263,79.883,188.30063928614902
9267,5370,47.41,53.409,728.1370552999327,-0.415,0.22,274.84901129737403,1395.8191886708832,1033.45973974017,2992.075,3.04,0.22,243.4140348369359,24.136,7608.251,10260.163,3719.575,195.3486100240744,923.31,8100.18175894638,11062.167,718.7872784628263,79.883,188.30063928614902
9268,5391,47.41,53.409,728.1370552999327,-0.415,0.22,94.63588270522999,1395.8191886708832,764.7535762825564,2989.637,3.04,129.23164679754782,40.53856731583966,24.136,7608.251,10260.163,3719.575,0.22,923.31,8100.18175894638,11062.167,718.7872784628263,79.883,188.30063928614902
9269,5410,47.41,53.409,728.1370552999327,-0.415,0.22,21.407717107593896,1395.8191886708832,838.7196671430428,2988.418,3.04,193.91620762195876,178.42273993956445,24.136,7608.251,10260.163,3719.575,141.04352162432673,923.31,8100.18175894638,11062.167,718.7872784628263,79.883,188.30063928614902
9270,5430,47.41,53.409,728.1370552999327,-0.415,0.22,306.10098879600866,1395.8191886708832,972.7788958850921,2987.5,3.051,0.22,0.22,24.05,7608.251,10260.163,3719.575,0.22,923.31,8100.18175894638,11062.167,718.7872784628263,79.691,188.30063928614902
9271,5450,47.423,53.409,728.1370552999327,-0.415,0.22,145.12706399835966,1185.0106344412775,1032.2200230959852,2987.04,3.051,0.22,13.420032326398971,24.05,7608.251,10259.786,3719.603,0.22,923.31,8100.18175894638,11062.167,718.7872784628263,79.691,188.30063928614902
9272,5470,47.423,53.409,728.1370552999327,-0.415,0.22,74.9042050814513,1185.0106344412775,796.2377430914504,2986.811,3.051,34.34216743546982,0.22,24.05,7608.251,10259.786,3719.603,192.07931883148854,923.31,8100.18175894638,11062.167,718.7872784628263,79.691,188.30063928614902
9273,5490,47.423,53.409,728.1370552999327,-0.415,0.22,44.523670966927,1185.0106344412775,692.433031536464,2986.696,3.051,113.91862501604616,0.22,24.05,7608.251,10259.786,3719.603,16.46493616880245,923.31,8100.18175894638,11062.167,718.7872784628263,79.691,188.30063928614902
9274,5510,47.423,53.409,728.1370552999327,-0.415,0.22,140.42148867716978,1185.0106344412775,753.588896840552,2986.638,3.051,26.533714490888297,0.22,24.05,7608.251,10259.786,3719.603,0.22,923.31,8100.18175894638,11062.167,718.7872784628263,79.691,188.30063928614902
9275,5530,47.429,53.409,728.1370552999327,-0.415,0.22,155.13036294140403,1185.0106344412775,688.6501265617911,2937.88,3.051,0.22,0.22,24.038,7608.251,10259.786,3719.603,158.02110616617364,923.31,8004.133533915028,11062.167,1066.3024094710556,79.775,188.30063928614902
9276,5550,47.429,53.409,728.1370552999327,-0.415,0.22,13.845308073793007,1185.0106344412775,835.8822855564606,2913.501,3.051,33.33643221262235,135.07763236038465,24.038,7608.251,10259.625,3719.225,135.0339945734802,923.31,8004.133533915028,11062.167,1066.3024094710556,79.775,188.30063928614902
9277,5570,47.429,53.409,728.1370552999327,-0.415,499.4790775738886,352.24686311356953,1185.0106344412775,920.8868837159145,2901.312,3.051,0.22,0.22,24.038,7608.251,10259.625,3719.225,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.775,188.30063928614902
9278,5590,47.429,53.409,728.1370552999327,-0.415,499.4790775738886,154.36565680540852,1185.0106344412775,837.665847382694,2895.217,3.051,50.78646598194694,88.5535052657274,24.038,7608.251,10259.625,3719.225,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.775,188.30063928614902
9279,5610,47.429,53.409,728.1370552999327,-0.415,499.4790775738886,288.0426180450715,1185.0106344412775,1081.5160893864088,2892.17,3.051,215.14893125730748,0.22,24.038,7608.251,10259.625,3719.225,161.21499666444944,923.31,8004.133533915028,11062.167,1066.3024094710556,79.775,188.30063928614902
9280,5630,47.429,53.409,728.1370552999327,-0.415,499.4790775738886,50.154175013381945,1185.0106344412775,701.5283795873053,2890.646,3.051,60.935580104517435,0.22,24.038,7608.251,10259.625,3719.225,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.775,188.30063928614902
9281,5650,47.444,53.409,728.1370552999327,-0.415,499.4790775738886,238.53212327448435,1185.0106344412775,716.8586432462141,2916.228,3.047,0.22,176.50615379868313,24.034,7608.251,10259.625,3719.225,154.2599052141721,923.31,8004.133533915028,11062.167,1066.3024094710556,79.83,188.30063928614902
9282,5670,47.444,53.409,728.1370552999327,-0.415,499.4790775738886,78.17292761916323,1185.0106344412775,838.0098093380863,2929.019,3.047,189.74354111851173,79.7817751603553,24.034,7608.251,10258.657,3719.144,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.83,188.30063928614902
9283,5690,47.444,53.409,728.1370552999327,-0.415,499.4790775738886,54.41904311601863,1185.0106344412775,921.9714158146015,2935.414,3.047,0.22,86.65575784404709,24.034,7608.251,10258.657,3719.144,148.95787613989518,923.31,8004.133533915028,11062.167,1066.3024094710556,79.83,188.30063928614902
9284,5710,47.444,53.409,728.1370552999327,-0.415,499.4790775738886,420.7924264927536,1185.0106344412775,1064.131003562646,2938.612,3.047,62.79543006045859,0.22,24.034,7608.251,10258.657,3719.144,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.83,188.30063928614902
9285,5730,47.444,53.409,728.1370552999327,-0.415,499.4790775738886,322.68157490404707,1185.0106344412775,930.4447736687414,2956.103,3.061,0.22,49.53398816239782,24.223,7608.251,10258.657,3719.144,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.833,188.30063928614902
9286,5750,47.451,53.409,728.1370552999327,-0.415,499.4790775738886,158.42521514934018,1185.0106344412775,946.7986580926253,2964.849,3.061,0.22,0.22,24.223,7608.251,10257.868,3718.815,64.03953518554874,923.31,8004.133533915028,11062.167,1066.3024094710556,79.833,188.30063928614902
9287,5770,47.451,53.409,728.1370552999327,-0.415,499.4790775738886,137.99511435258307,1185.0106344412775,988.8265600494842,2969.222,3.061,13.506232490934321,0.22,24.223,7608.251,10257.868,3718.815,148.05759897190515,923.31,8004.133533915028,11062.167,1066.3024094710556,79.833,188.30063928614902
9288,5790,47.451,53.409,728.1370552999327,-0.415,499.4790775738886,396.47677642390477,1185.0106344412775,829.5918640697588,2971.408,3.061,218.47115773378582,0.22,24.223,7608.251,10257.868,3718.815,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.833,188.30063928614902
9289,5810,47.451,53.409,728.1370552999327,-0.415,499.4790775738886,215.05507278400438,1185.0106344412775,1148.4592817525572,2972.501,3.061,139.14800555242184,197.58390656135373,24.223,7608.251,10257.868,3718.815,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.833,0.22
9290,5830,47.451,53.409,728.1370552999327,-0.415,499.4790775738886,435.8300411777741,1185.0106344412775,778.8880347140702,2973.048,3.061,0.22,212.15880034699222,24.223,7608.251,10257.868,3718.815,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.833,0.22
9291,5850,47.455,53.409,728.1370552999327,-0.415,499.4790775738886,317.00205619841074,1185.0106344412775,1040.2522720156574,3003.499,3.073,89.02297160431358,246.49525463550845,24.399,7608.251,10257.868,3718.815,4.653019888580747,923.31,8004.133533915028,11062.167,1066.3024094710556,79.858,0.22
9292,5870,47.455,53.409,728.1370552999327,-0.415,499.4790775738886,57.06037039242133,1185.0106344412775,1108.0598569172605,3018.724,3.073,0.22,0.22,24.399,7608.251,10257.582,3718.778,88.04743285774198,923.31,8004.133533915028,11062.167,1066.3024094710556,79.858,0.22
9293,5890,47.455,53.409,728.1370552999327,-0.415,499.4790775738886,90.44482310328934,1185.0106344412775,806.8340603227209,3026.337,3.073,0.22,132.3706008693943,24.399,7608.251,10257.582,3718.778,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.858,0.22
9294,5912,47.455,53.409,728.1370552999327,-0.415,499.4790775738886,152.64751855821712,1185.0106344412775,931.0517361476028,3030.143,3.073,35.2184623399806,195.59185452724205,24.399,7608.251,10257.582,3718.778,0.4502167485449533,923.31,8004.133533915028,11062.167,1066.3024094710556,79.858,0.22
9295,5930,47.455,53.409,728.1370552999327,-0.415,499.4790775738886,29.944496944227154,1185.0106344412775,1002.5359872573116,3032.046,3.073,0.22,0.22,24.399,7608.251,10257.582,3718.778,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.858,0.22
9296,5950,47.48,53.409,728.1370552999327,-0.415,499.4790775738886,463.69738135639426,1185.0106344412775,1097.2468416433928,3015.807,3.066,0.22,247.55271843297513,24.291,7608.251,10257.582,3718.778,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.911,0.22
9297,5970,47.48,53.409,728.1370552999327,-0.415,499.4790775738886,163.97471833047817,1185.0106344412775,731.0497131144878,3007.687,3.066,165.25567909501876,202.4399568861463,24.291,7608.251,10258.46,3718.771,128.24475966284865,923.31,8004.133533915028,11062.167,1066.3024094710556,79.911,0.22
9298,5990,47.48,53.409,728.1370552999327,-0.415,499.4790775738886,286.73676951597145,1185.0106344412775,883.0428620791093,3003.627,3.066,32.23140539970569,14.69492402576811,24.291,7608.251,10258.46,3718.771,199.90511879210044,923.31,8004.133533915028,11062.167,1066.3024094710556,79.911,0.22
9299,6010,47.48,53.409,728.1370552999327,-0.415,499.4790775738886,228.1515500357753,1185.0106344412775,864.9949093970079,3001.597,3.066,156.75800386932764,0.22,24.291,7608.251,10258.46,3718.771,178.64066331065794,923.31,8004.133533915028,11062.167,1066.3024094710556,79.911,0.22
9300,6030,47.48,53.409,728.1370552999327,-0.415,499.4790775738886,381.74350935536785,1185.0106344412775,1088.616437930046,3000.582,3.066,127.31249489037725,0.22,24.291,7608.251,10258.46,3718.771,59.85353094519785,923.31,8004.133533915028,11062.167,1066.3024094710556,79.911,0.22
9301,6050,47.493,53.409,728.1370552999327,-0.415,499.4790775738886,342.0948044390724,745.983920361371,708.9536720761878,2935.886,3.061,0.22,201.57201749985856,24.133,7608.251,10258.46,3718.771,171.9697579004415,923.31,8004.133533915028,11062.167,1066.3024094710556,79.886,0.22
9302,6070,47.493,53.409,728.1370552999327,-0.415,499.4790775738886,95.52426984080194,745.983920361371,1135.9872241132157,2903.538,3.061,196.8384539250833,0.22,24.133,7608.251,10260.181,3719.178,95.97723187311209,923.31,8004.133533915028,11062.167,1066.3024094710556,79.886,0.22
9303,6090,47.493,53.409,728.1370552999327,-0.415,499.4790775738886,412.0516303020213,745.983920361371,851.9248873761742,2887.363,3.061,0.22,182.79640845312295,24.133,7608.251,10260.181,3719.178,167.92673740090976,923.31,8004.133533915028,11062.167,1066.3024094710556,79.886,0.22
9304,6111,47.493,53.409,728.1370552999327,-0.415,499.4790775738886,70.0689200562914,745.983920361371,1094.310733356005,2879.276,3.061,23.84694335258993,0.22,24.133,7608.251,10260.181,3719.178,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.886,0.22
9305,6130,47.493,53.409,728.1370552999327,-0.415,499.4790775738886,270.7463584387626,745.983920361371,1128.4035346589,2875.233,3.061,36.79454950052258,0.22,24.133,7608.251,10260.181,3719.178,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.886,0.22
9306,6150,47.5,53.409,728.1370552999327,-0.415,499.4790775738886,49.00040712750376,745.983920361371,758.6710218359971,2906.048,3.068,0.22,0.22,24.004,7608.251,10260.181,3719.178,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.7,0.22
9307,6170,47.5,53.409,728.1370552999327,-0.415,499.4790775738886,231.87236026088317,745.983920361371,937.7928731154739,2921.455,3.068,143.40847087274167,238.04650800172675,24.004,7608.251,10259.392,3719.244,171.25645959673534,923.31,8004.133533915028,11062.167,1066.3024094710556,79.7,0.22
9308,6190,47.5,53.409,728.1370552999327,-0.415,499.4790775738886,338.51292961316256,745.983920361371,941.124151466556,2929.159,3.068,0.22,147.6064393437639,24.004,7608.251,10259.392,3719.244,0.22,923.31,8004.133533915028,11062.167,1066.3024094710556,79.7,0.22
9309,6211,47.5,53.409,728.1370552999327,-0.415,0.22,234.40679430464792,745.983920361371,710.6451411032535,2933.01,3.068,21.265686896602098,0.22,24.004,7608.251,10259.392,3719.244,62.77771250734785,923.31,8004.133533915028,11062.167,1066.3024094710556,79.7,0.22
